City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Karratha,-20.7377,116.8463,23.0,52,69,8.31,AU,1622047264
Somerset,40.5668,-74.5496,27.69,68,20,1.34,US,1622047327
Daru,-9.0763,143.2092,24.91,79,55,6.57,PG,1622047328
Stornoway,58.2093,-6.3865,9.98,81,75,6.69,GB,1622047328
Vaitape,-16.5167,-151.75,27.34,75,51,6.49,PF,1622047328
Qaanaaq,77.484,-69.3632,1.75,73,5,1.88,GL,1622047329
Wagga Wagga,-35.1167,147.3667,5.23,100,2,1.24,AU,1622047329
Chokwé,-24.5333,32.9833,20.32,42,61,2.17,MZ,1622047328
Bathsheba,13.2167,-59.5167,31.34,51,40,7.12,BB,1622047330
Yuxia,34.0615,108.6291,17.34,18,73,3.63,CN,1622047330
Salta,-24.7859,-65.4117,19.21,55,0,0.89,AR,1622047072
Saurimo,-9.6608,20.3916,19.44,44,0,1.67,AO,1622047330
Dalianwan,39.0286,121.695,17.02,77,0,5.37,CN,1622047331
Yinchuan,38.4681,106.2731,19.57,14,0,2.62,CN,1622047331
Oga,46.4631,10.347,12.84,96,99,1.82,IT,1622047331
Mujiayingzi,42.1167,118.7833,11.11,60,36,3.16,CN,1622047332
Mount Isa,-20.7333,139.5,17.87,24,40,7.72,AU,1622047332
Languyan,5.2618,120.0807,26.01,87,30,0.99,PH,1622047332
Yanam,16.7333,82.2167,30.79,73,100,5.0,IN,1622047333
Vale,41.6156,42.8722,10.6,89,62,0.58,GE,1622047333
Lamu,-2.2717,40.902,25.46,79,78,6.98,KE,1622047333
Opuwo,-18.0607,13.84,20.04,29,0,3.93,NA,1622047333
Scharnstein,47.9044,13.9601,15.42,60,98,3.67,AT,1622047334
Hofn,64.2539,-15.2082,10.01,62,20,6.69,IS,1622047327
Gawler,-34.6,138.7333,11.25,92,60,2.14,AU,1622047334
Mocuba,-16.8392,36.9856,17.17,74,0,1.64,MZ,1622047334
Praia da Vitória,38.7333,-27.0667,17.14,67,40,7.88,PT,1622047335
Kloulklubed,7.0419,134.2556,25.28,77,100,5.15,PW,1622047253
Andenes,69.3143,16.1194,6.99,70,20,10.8,NO,1622047335
Tsumeb,-19.2333,17.7167,20.75,32,0,3.4,NA,1622047335
Syracuse,37.0881,15.2792,22.02,65,11,2.84,IT,1622047336
Jālna,19.8333,75.8833,30.68,32,90,8.03,IN,1622047336
Najrān,17.4924,44.1277,33.36,12,13,2.82,SA,1622047336
Hamilton,39.1834,-84.5333,23.27,75,90,0.89,US,1622046632
Nouadhibou,20.931,-17.0347,22.99,60,1,9.26,MR,1622047337
Ol'ga,43.7444,135.2892,8.16,71,94,1.63,RU,1622047337
Ranau,5.9538,116.6641,23.36,98,72,0.33,MY,1622047338
Dāmghān,36.1683,54.348,20.54,50,100,5.03,IR,1622047338
Skjervøy,70.0311,20.9714,8.0,68,7,4.47,NO,1622047338
Muroto-misakicho,33.2833,134.15,15.83,89,100,4.59,JP,1622047322
Rawson,-43.3002,-65.1023,13.8,52,59,10.16,AR,1622047339
Ranong,9.9658,98.6348,25.56,88,100,2.04,TH,1622047339
Aasiaat,68.7098,-52.8699,3.28,81,98,3.39,GL,1622047226
Khovd,48.0056,91.6419,18.08,34,25,1.39,MN,1622047339
Oussouye,12.485,-16.5469,27.05,49,82,6.27,SN,1622047340
General José Eduvigis Díaz,-27.1667,-58.4167,23.4,36,17,1.79,PY,1622047340
Ippy,6.2679,21.2247,22.03,95,98,2.82,CF,1622047340
Batagay,67.6333,134.6333,8.13,59,49,2.89,RU,1622047341
Payo,-3.7508,103.6372,23.94,94,97,1.02,ID,1622047341
Thinadhoo,0.5333,72.9333,29.22,69,89,9.1,MV,1622047341
Tarkwa,5.3064,-1.9847,29.96,65,81,3.63,GH,1622047342
Pisco,-13.7,-76.2167,18.03,94,90,2.06,PE,1622047342
Vitim,59.4511,112.5578,5.96,80,71,1.46,RU,1622047342
Komsomolets,53.7453,62.0708,17.68,40,8,4.53,KZ,1622047343
Krasnosel'kup,65.7,82.4667,-0.33,74,99,4.5,RU,1622047343
Ambon City,-3.6954,128.1814,25.08,94,40,5.87,ID,1622047343
Bull Savanna,17.8868,-77.5902,29.45,62,65,4.53,JM,1622047335
Alofi,-19.0595,-169.9187,23.94,94,88,1.54,NU,1622047344
Taulov,55.5458,9.6155,10.8,92,100,7.31,DK,1622047344
Bonthe,7.5264,-12.505,29.71,71,92,4.26,SL,1622047344
Sosnytsya,51.5239,32.4999,15.3,92,96,3.62,UA,1622047345
Coahuayana Viejo,18.7333,-103.6833,31.85,47,90,2.86,MX,1622047345
Bubaque,11.2833,-15.8333,26.07,74,98,5.37,GW,1622047345
Luanda,-8.8368,13.2343,27.0,83,0,4.63,AO,1622047346
Boa Vista,2.8197,-60.6733,27.99,74,75,2.06,BR,1622047067
Kondagaon,19.6,81.6667,25.62,62,100,1.2,IN,1622047275
Northam,51.0333,-4.2167,13.78,81,18,3.91,GB,1622047346
Alamosa,37.4695,-105.87,14.02,30,1,1.54,US,1622047347
Antalaha,-14.9003,50.2788,22.43,83,24,3.74,MG,1622047282
Dingle,10.9995,122.6711,25.72,87,80,1.61,PH,1622047347
Lompoc,34.6391,-120.4579,11.99,84,90,3.09,US,1622047347
Beringovskiy,63.05,179.3167,-0.37,88,66,4.95,RU,1622047060
Yichang,30.7144,111.2847,18.43,89,96,2.74,CN,1622047348
Waingapu,-9.6567,120.2641,25.42,88,32,4.81,ID,1622047348
Sept-Îles,50.2001,-66.3821,7.85,95,90,4.92,CA,1622047348
Luwuk,-0.9516,122.7875,25.42,84,48,1.88,ID,1622047349
Mahina,-17.5065,-149.489,23.87,88,20,4.97,PF,1622047349
Stuttgart,48.7823,9.177,13.53,70,20,5.79,DE,1622047241
Puri,19.8,85.85,28.29,75,100,9.28,IN,1622047350
Great Falls,47.5002,-111.3008,7.36,95,90,2.68,US,1622047098
Roccastrada,43.0099,11.1665,18.38,45,1,2.8,IT,1622047350
Ajdabiya,30.7554,20.2263,25.9,46,2,7.74,LY,1622047350
Faya,18.3851,42.4509,23.29,48,46,2.26,SA,1622047250
Bonfim,3.0833,-59.95,27.24,78,100,3.02,BR,1622047351
Camacha,33.0833,-16.3333,17.68,63,75,6.69,PT,1622047351
Flinders,-34.5833,150.8552,10.64,70,1,0.45,AU,1622047260
Nanortalik,60.1432,-45.2371,1.34,96,100,3.98,GL,1622047192
Warah,27.4481,67.7978,38.46,6,0,1.11,PK,1622047352
Champasak,14.75,106.0,23.16,98,63,0.75,LA,1622047352
College,64.8569,-147.8028,8.86,61,75,2.06,US,1622047320
Lucapa,-8.4192,20.7447,21.53,37,1,1.45,AO,1622047352
Marsaxlokk,35.8419,14.5431,23.34,49,0,3.09,MT,1622047353
Kavieng,-2.5744,150.7967,26.87,84,100,3.69,PG,1622047353
Baculin,7.4525,126.5842,25.45,88,54,1.89,PH,1622047353
‘Āhuimanu,21.4447,-157.8378,23.04,78,20,2.06,US,1622047354
Hurghada,27.2574,33.8129,36.02,15,0,0.0,EG,1622047354
Ulladulla,-35.35,150.4667,10.5,76,3,2.45,AU,1622047354
Mumford,5.2618,-0.759,28.36,78,16,6.85,GH,1622047354
La Quinta,33.6634,-116.31,31.11,16,1,0.89,US,1622047355
Alice Springs,-23.7,133.8833,8.75,61,84,4.03,AU,1622047332
Paphos,34.7667,32.4167,23.88,78,0,4.12,CY,1622047231
Carballo,43.213,-8.691,16.32,81,40,3.15,ES,1622047355
Mwinilunga,-11.7358,24.4293,15.64,53,0,2.14,ZM,1622047356
Kiruna,67.8557,20.2251,7.51,49,90,3.6,SE,1622047356
Turukhansk,65.8167,87.9833,-1.88,82,36,3.16,RU,1622047356
Shevchenkove,49.6959,37.1735,22.88,69,81,2.58,UA,1622047357
Samarai,-10.6167,150.6667,25.51,70,99,5.22,PG,1622047357
Bahía Honda,22.9036,-83.1592,29.72,56,9,5.7,CU,1622047098
Klaksvík,62.2266,-6.589,10.51,76,83,8.29,FO,1622047357
Esil,51.9556,66.4042,19.72,72,74,4.09,KZ,1622047358
Petra,30.3222,35.4793,24.45,24,0,3.92,JO,1622047358
Xiaoyi,34.6178,109.703,22.06,23,46,1.12,CN,1622047358
Sampit,-2.5333,112.95,24.31,95,100,1.31,ID,1622047359
Eydhafushi,5.1033,73.0708,28.22,75,100,11.04,MV,1622047359
San Juan,-31.5375,-68.5364,24.29,18,11,2.38,AR,1622047202
Kutum,14.2,24.6667,25.67,39,77,4.77,SD,1622047360
Mongomo,1.6274,11.3135,22.38,95,100,0.38,GQ,1622047360
Borgarnes,64.5383,-21.9206,12.47,68,92,1.98,IS,1622047360
Cayenne,4.9333,-52.3333,29.49,82,40,2.24,GF,1622047361
Caucaia,-3.7361,-38.6531,28.91,71,40,4.95,BR,1622047348
Saint-Louis,16.3333,-15.0,43.8,10,60,4.5,SN,1622047361
Malanje,-9.5402,16.341,19.16,49,11,1.21,AO,1622047361
Ixtapa,20.7,-105.2,27.57,61,1,2.06,MX,1622047172
Kolyvan',55.3053,82.7391,22.79,79,42,3.72,RU,1622047362
Banjar,-8.19,114.9675,26.92,89,95,1.2,ID,1622047362
São Filipe,14.8961,-24.4956,24.5,70,1,3.29,CV,1622047362
Coxim,-18.5067,-54.76,30.97,46,6,1.23,BR,1622047363
Hirara,24.8,125.2833,27.93,87,53,8.54,JP,1622047363
Monrovia,6.3005,-10.7969,28.87,73,72,4.1,LR,1622047260
Ankang,32.68,109.0172,18.54,82,100,0.68,CN,1622047363
Harper,4.375,-7.7169,28.47,74,60,3.98,LR,1622047364
Gerāsh,27.6652,54.1371,34.08,12,0,4.53,IR,1622047364
Kalach-na-Donu,48.691,43.5264,21.14,58,45,3.58,RU,1622047365
Lodja,-3.4833,23.4333,24.66,54,60,0.84,CD,1622047365
Dahuk,36.8695,42.994,26.16,26,0,1.06,IQ,1622047110
Sørland,67.667,12.6934,6.92,81,2,10.2,NO,1622047354
Cabañas,22.9758,-82.9219,30.26,58,4,6.96,CU,1622047365
Intipucá,13.1969,-88.0544,31.87,40,50,2.95,SV,1622047366
Røros,62.5747,11.3842,12.91,38,0,7.2,NO,1622047366
Tateyama,34.9833,139.8667,18.29,79,100,2.04,JP,1622047366
Ceres,37.5949,-120.9577,20.94,48,1,5.66,US,1622047317
Antofagasta,-23.65,-70.4,21.23,64,100,3.51,CL,1622047367
Donskoye,45.4552,41.9741,21.07,76,89,1.1,RU,1622047367
Yüksekova,37.5736,44.2872,18.35,55,31,1.58,TR,1622047368
Abilene,32.4487,-99.7331,27.16,69,75,6.69,US,1622047368
Zyryanovsk,49.7386,84.2719,18.48,64,0,0.89,KZ,1622047368
Beloha,-25.1667,45.05,19.58,87,0,4.31,MG,1622047369
Yerofey Pavlovich,53.9667,121.9667,4.24,98,100,1.55,RU,1622047369
Diamantina,-18.2494,-43.6003,22.52,62,76,1.78,BR,1622047369
Alta Floresta,-9.8756,-56.0861,31.22,49,11,1.76,BR,1622047353
Edd,13.9297,41.6925,33.3,51,61,3.5,ER,1622047370
Omsukchan,62.5333,155.8,-1.19,93,100,2.28,RU,1622047370
Kiryat Gat,31.61,34.7642,26.83,46,0,3.76,IL,1622047341
Maseru,-29.3167,27.4833,11.02,45,1,1.63,LS,1622047370
High Level,58.5169,-117.136,7.06,45,90,5.35,CA,1622047371
Santa Vitória do Palmar,-33.5189,-53.3681,15.95,51,26,3.87,BR,1622047371
Talnakh,69.4865,88.3972,-8.98,96,30,2.11,RU,1622047334
Río Gallegos,-51.6226,-69.2181,4.03,65,20,5.14,AR,1622047371
Alāwalpur,31.4328,75.6508,29.55,12,0,1.21,IN,1622047372
Mandera,3.9366,41.867,28.13,52,100,4.38,KE,1622047372
Sioux Lookout,50.1001,-91.917,2.04,69,90,6.69,CA,1622047352
Abhā,18.2164,42.5053,23.14,60,0,1.97,SA,1622047373
Tilichiki,60.4667,166.1,0.63,97,100,2.0,RU,1622047373
Macaé,-22.3708,-41.7869,26.84,65,75,5.66,BR,1622047373
Cotonou,6.3654,2.4183,30.99,74,40,6.17,BJ,1622047373
Sheregesh,52.9209,87.9869,11.56,95,15,2.23,RU,1622047374
Wanning,18.8003,110.3967,27.7,86,76,4.9,CN,1622047374
Dalby,-27.1833,151.2667,14.99,70,53,0.89,AU,1622047374
Linda,39.1277,-121.5508,22.61,43,1,1.54,US,1622047375
Jiwani,25.05,61.7417,32.22,65,0,5.75,PK,1622047375
Bandarbeyla,9.4942,50.8122,26.56,80,42,12.42,SO,1622047375
Tres Arroyos,-38.3739,-60.2798,18.47,46,97,8.28,AR,1622047376
Nirgua,10.1553,-68.5663,28.49,50,43,1.15,VE,1622047376
