City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Abu Dhabi,24.4667,54.3667,32.01,31,0,3.73,AE,1621986840
Malakal,9.5334,31.6605,29.31,53,95,2.34,SS,1621986924
Shizunai-furukawachō,42.3339,142.3669,11.6,74,76,4.87,JP,1621986925
Nakhon Si Thammarat,8.25,100.0,25.0,85,100,0.09,TH,1621986925
Caucaia,-3.7361,-38.6531,26.13,74,20,2.7,BR,1621986925
Sharanga,57.1775,46.5396,7.32,87,5,2.76,RU,1621986925
Glace Bay,46.1969,-59.957,12.82,67,75,4.47,CA,1621986734
Tasiilaq,65.6145,-37.6368,3.06,87,100,20.3,GL,1621986853
Cheremnoye,53.1697,83.2133,19.33,76,9,1.85,RU,1621986926
Torit,4.4133,32.5678,21.77,83,18,1.63,SS,1621986926
Maţāy,28.419,30.7792,24.36,38,0,5.6,EG,1621986927
Pangody,65.85,74.4859,5.15,49,99,3.5,RU,1621986927
Belmonte,-15.8631,-38.8828,26.28,80,19,2.28,BR,1621986927
Bud,39.447,-86.1758,26.85,76,64,4.26,US,1621986928
Severo-Yeniseyskiy,60.3725,93.0408,-0.91,56,19,5.18,RU,1621986928
Mountain Home,43.133,-115.6912,12.71,100,90,4.75,US,1621986831
Avera,33.194,-82.5271,30.31,41,58,3.65,US,1621986887
Westport,41.1415,-73.3579,18.15,79,79,1.34,US,1621986734
Keti Bandar,24.1447,67.4497,28.57,84,29,8.7,PK,1621986929
Ambilobe,-13.2,49.05,19.65,92,25,1.34,MG,1621986929
Zhuanghe,39.7008,122.9911,16.26,72,99,5.25,CN,1621986929
Sigulda,57.1519,24.8647,12.38,95,100,2.24,LV,1621986930
Bambous Virieux,-20.3428,57.7575,22.14,88,75,4.15,MU,1621986847
Amapá,1.0,-52.0,22.88,98,100,1.09,BR,1621986640
Vostok,46.4856,135.8833,10.83,58,17,4.34,RU,1621986693
Kita,13.0349,-9.4895,32.33,36,100,1.69,ML,1621986930
Tinos,37.5375,25.1634,23.37,72,2,4.92,GR,1621986931
Bonfim,3.0833,-59.95,25.6,87,97,2.43,BR,1621986931
Kabinda,-6.1333,24.4833,17.42,56,13,1.64,CD,1621986931
Kangaatsiaq,68.3065,-53.4641,-0.66,62,77,3.87,GL,1621986932
San Vicente,-26.6167,-54.1333,9.3,68,39,1.16,AR,1621986697
Vertientes,21.2594,-78.1464,24.54,81,48,5.78,CU,1621986932
Millerovo,48.9226,40.3967,14.24,74,5,3.45,RU,1621986932
Seguin,29.5688,-97.9647,28.97,77,71,3.58,US,1621986933
Grand Gaube,-20.0064,57.6608,21.32,81,9,1.34,MU,1621986671
Lake Cowichan,48.825,-124.0546,15.31,63,85,1.85,CA,1621986933
Lima,-12.0432,-77.0282,16.4,85,90,0.45,PE,1621986373
Rostusa,41.61,20.6,13.6,68,0,1.07,MK,1621986934
Broken Hill,-31.95,141.4333,10.84,71,0,5.14,AU,1621986870
Nuuk,64.1835,-51.7216,1.0,78,27,4.58,GL,1621986773
Rabo de Peixe,37.8,-25.5833,18.73,82,20,4.96,PT,1621986934
Suntar,62.1444,117.6319,12.67,47,97,2.51,RU,1621986665
Imeni Babushkina,59.7573,43.1285,5.32,81,48,2.61,RU,1621986934
Karema,-6.8205,30.4389,19.12,75,7,1.74,TZ,1621986935
Waingapu,-9.6567,120.2641,27.14,75,35,5.71,ID,1621986935
Guiyang,26.5833,106.7167,21.27,88,90,4.0,CN,1621986935
Batemans Bay,-35.7167,150.1833,17.99,42,1,2.38,AU,1621986675
Ilulissat,69.2167,-51.1,-0.84,84,30,1.98,GL,1621986636
Vanavara,60.34,102.2797,1.83,56,37,2.71,RU,1621986936
Andenes,69.3143,16.1194,4.0,75,9,12.86,NO,1621986936
Santa Lucía,27.9117,-15.5407,15.62,60,75,6.86,ES,1621986937
Bridlington,54.0831,-0.1919,7.71,91,29,5.23,GB,1621986731
Kahului,20.8947,-156.47,28.68,68,40,8.75,US,1621986747
Hargeisa,9.56,44.065,20.5,64,14,9.95,SO,1621986937
Najrān,17.4924,44.1277,26.36,21,0,2.21,SA,1621986925
College,64.8569,-147.8028,19.27,31,75,0.45,US,1621986672
Charleville,-26.4,146.25,20.04,40,28,3.6,AU,1621986938
Morondava,-20.2833,44.2833,19.34,88,0,3.15,MG,1621986909
Vestmannaeyjar,63.4427,-20.2734,7.44,89,78,11.0,IS,1621986831
Chingirlau,51.095,54.0814,18.32,72,40,6.9,KZ,1621986938
Yaan,7.3833,8.5667,26.26,77,90,4.44,NG,1621986938
Caravelas,-17.7125,-39.2481,23.34,92,56,3.58,BR,1621986932
Puerto Baquerizo Moreno,-0.9,-89.6,24.55,83,20,6.69,EC,1621986939
Kerema,-7.9631,145.7785,26.74,79,98,2.34,PG,1621986939
Hofn,64.2539,-15.2082,6.73,87,49,5.01,IS,1621986642
Talnakh,69.4865,88.3972,-4.85,94,54,5.48,RU,1621986791
Dutlwe,-23.9833,23.9,13.26,40,100,2.64,BW,1621986940
Kaeo,-35.1,173.7833,15.18,79,53,6.17,NZ,1621986940
Buriti dos Lopes,-3.175,-41.8669,23.71,94,56,1.9,BR,1621986941
Yakeshi,49.2833,120.7333,7.32,67,42,2.28,CN,1621986941
Port Macquarie,-31.4333,152.9167,14.38,59,23,2.8,AU,1621986883
Marabu,4.4148,114.0089,26.08,94,20,2.06,MY,1621986676
Khorramshahr,30.4397,48.1664,26.98,44,0,2.06,IR,1621986678
Castlemaine,-37.0667,144.2167,10.63,69,76,6.21,AU,1621986942
Nioro,13.35,-15.75,25.4,60,92,4.65,GM,1621986942
Imphal,24.8167,93.95,23.21,83,97,1.7,IN,1621986942
Nouadhibou,20.931,-17.0347,18.99,77,9,7.2,MR,1621986942
Kiunga,-6.1219,141.2906,25.07,86,96,1.99,PG,1621986943
Morón,-34.6534,-58.6198,11.26,78,3,1.03,AR,1621986943
Mandalgovi,45.7625,106.2708,7.72,52,48,6.47,MN,1621986666
Nha Trang,12.25,109.1833,26.0,77,99,1.75,VN,1621986705
Ivdel',60.6911,60.4206,11.32,85,100,0.12,RU,1621986944
Grand-Lahou,5.1367,-5.0242,26.95,84,99,3.54,CI,1621986944
Koster,-25.863,26.8976,8.5,50,100,2.45,ZA,1621986944
Terrace,54.5163,-128.6035,16.95,41,75,9.77,CA,1621986945
Sitka,57.0531,-135.33,10.2,79,96,2.67,US,1621986919
Verkhnyaya Inta,65.9811,60.3094,0.82,75,100,5.68,RU,1621986919
Tsimmerbude,54.675,20.1347,10.03,91,99,4.14,RU,1621986945
Rio Verde de Mato Grosso,-18.9181,-54.8442,22.19,65,20,1.53,BR,1621986945
Virginia Beach,36.8529,-75.978,22.68,83,40,2.06,US,1621986946
Liberal,37.0431,-100.921,27.76,42,1,3.6,US,1621986946
Birin,26.8865,88.0718,16.78,87,100,1.87,NP,1621986946
Bako,5.7833,36.5667,16.55,92,37,1.86,ET,1621986947
Manjacaze,-24.7117,33.8828,13.34,84,14,2.46,MZ,1621986947
Ereymentau,51.6199,73.1033,21.87,40,11,3.1,KZ,1621986947
Kamenka,51.3223,42.7678,11.83,87,36,3.02,RU,1621986948
Pacific Grove,36.6177,-121.9166,16.34,76,28,1.79,US,1621986925
Tahe,52.3333,124.7333,5.06,95,100,0.21,CN,1621986948
Port Augusta,-32.5,137.7667,12.62,53,43,2.44,AU,1621986948
Marawi,7.9986,124.2928,20.36,77,90,0.65,PH,1621986855
Burgeo,47.6167,-57.6152,6.29,91,100,5.98,CA,1621986949
Redlands,34.0556,-117.1825,29.75,23,1,2.24,US,1621986949
Baturaja,-4.1333,104.1667,24.42,94,75,0.87,ID,1621986949
Vāghodia,22.3,73.3833,29.77,58,97,3.65,IN,1621986950
Singkang,2.1006,102.7994,24.94,94,97,1.03,MY,1621986950
Finote Selam,10.7,37.2667,18.34,53,94,2.34,ET,1621986950
Puerto Nariño,-3.7703,-70.3831,22.99,95,98,0.78,CO,1621986951
Kloulklubed,7.0419,134.2556,29.28,72,61,1.79,PW,1621986904
Rocha,-34.4833,-54.3333,7.91,73,0,2.32,UY,1621986951
Bandundu Province,-3.3167,17.3667,23.26,68,95,0.88,CD,1621986951
Laas,46.6166,10.7002,6.51,62,35,0.62,IT,1621986705
Sørland,67.667,12.6934,5.99,75,0,10.52,NO,1621986612
Guaymas,27.9333,-110.9,33.73,27,14,3.94,MX,1621986952
The Valley,18.217,-63.0578,26.92,75,19,7.41,AI,1621986674
Nikol'sk,53.7189,46.0712,9.6,85,50,1.84,RU,1621986867
Saint-Augustin,51.226,-58.6502,8.42,78,100,6.36,CA,1621986952
Marzuq,14.4,46.4667,25.11,54,25,1.91,YE,1621986814
Pandan,14.0453,124.1694,28.48,78,77,1.87,PH,1621986953
Témiscaming,46.7212,-79.0971,24.73,61,76,4.12,CA,1621986953
Henties Bay,-22.116,14.2845,17.91,76,0,4.45,NA,1621986686
Monrovia,6.3005,-10.7969,27.1,81,99,2.93,LR,1621986917
Nova Olinda do Norte,-3.8881,-59.0942,25.81,85,93,0.44,BR,1621986954
Beidao,34.5686,105.8933,15.53,73,86,0.92,CN,1621986955
Lata,40.1629,-8.3327,14.77,81,100,0.39,PT,1621986670
Chapais,49.7834,-74.8492,18.88,88,100,3.59,CA,1621986947
Chipinge,-20.1883,32.6236,9.18,64,0,1.21,ZW,1621986713
Tongchuanshi,35.0806,109.0897,20.91,51,80,3.58,CN,1621986955
Abong Mbang,3.9833,13.1833,20.21,94,98,0.53,CM,1621986956
Vila Velha,-20.3297,-40.2925,22.75,81,90,1.34,BR,1621986591
Aripuanã,-9.1667,-60.6333,24.66,77,90,1.02,BR,1621986956
Omsukchan,62.5333,155.8,3.05,75,97,2.2,RU,1621986939
Agía Galíni,35.1,24.6833,21.6,48,0,1.55,GR,1621986957
Aras,42.5617,-2.356,6.38,87,0,1.57,ES,1621986957
Mocuba,-16.8392,36.9856,14.77,97,16,1.21,MZ,1621986957
Nur-Sultan,51.1801,71.446,17.97,55,0,2.21,KZ,1621986818
Sobolevo,54.4299,31.8996,12.08,80,96,3.37,RU,1621986958
West Wendover,40.7391,-114.0733,21.56,23,20,3.09,US,1621986921
São Miguel dos Campos,-9.7811,-36.0936,24.72,88,40,2.64,BR,1621986803
Sur,22.5667,59.5289,32.61,41,0,4.41,OM,1621986958
Papara,-3.9839,-38.7273,26.22,90,49,1.17,BR,1621986959
Ada,43.4166,-116.1262,10.56,87,75,1.07,US,1621986959
Antalaha,-14.9003,50.2788,20.22,89,18,2.24,MG,1621986910
Srandakan,-7.9386,110.2506,25.53,87,79,1.78,ID,1621986960
Qaqortoq,60.7167,-46.0333,1.28,68,46,4.12,GL,1621986960
Nyurba,63.2842,118.3319,12.04,51,100,2.05,RU,1621986861
Martapura,-3.4167,114.85,25.05,94,20,0.71,ID,1621986960
Ileza,61.0533,43.9002,3.23,91,100,2.87,RU,1621986961
Carauari,-4.8828,-66.8958,23.51,97,93,0.63,BR,1621986961
Chuguyevka,44.1653,133.8633,15.96,38,9,3.96,RU,1621986931
Longonjo,-12.9067,15.2533,13.27,60,2,1.05,AO,1621986961
Baykit,61.67,96.37,-0.26,73,100,4.31,RU,1621986962
Udachny,66.4167,112.4,8.46,70,88,5.3,RU,1621986962
Bo Phloi,14.3236,99.5161,26.13,77,100,2.2,TH,1621986962
Lorengau,-2.0226,147.2712,26.02,89,100,3.21,PG,1621986914
Barra de Tecoanapa,16.5167,-98.75,30.24,56,88,4.75,MX,1621986963
Fort Nelson,58.8053,-122.7002,9.77,27,90,3.6,CA,1621986963
Sambava,-14.2667,50.1667,20.13,86,14,2.78,MG,1621986860
Opelousas,30.5335,-92.0815,26.97,77,5,4.16,US,1621986964
Alice Springs,-23.7,133.8833,12.75,38,0,7.77,AU,1621986964
Mossamedes,-15.1961,12.1522,23.61,66,0,0.95,AO,1621986890
Balotra,25.8333,72.2333,28.88,69,20,7.32,IN,1621986964
Chumikan,54.7183,135.315,1.28,93,100,1.04,RU,1621986965
Varadero,23.1536,-81.2514,25.75,79,15,8.92,CU,1621986784
Washington,47.5001,-120.5015,19.49,38,100,1.86,US,1621986965
Vila do Maio,15.1333,-23.2167,22.44,81,0,6.1,CV,1621986965
Paralímni,35.0375,33.9833,20.49,50,0,1.4,CY,1621986966
Hof,50.3167,11.9167,6.29,86,77,4.47,DE,1621986909
Souillac,-20.5167,57.5167,22.21,88,75,3.77,MU,1621986937
Mingoyo,-10.1,39.6333,17.91,90,32,1.83,TZ,1621986966
Khovd,48.0056,91.6419,16.3,27,6,3.19,MN,1621986967
Matagami,49.7502,-77.6328,22.06,68,20,3.49,CA,1621986967
Jieshi,22.8134,115.8257,27.59,79,50,2.75,CN,1621986967
Changying,52.8733,123.3213,3.81,98,100,1.16,CN,1621986968
Wajima,37.4,136.9,16.38,72,75,5.45,JP,1621986968
Shipitsyno,61.2806,46.5208,4.53,87,100,3.52,RU,1621986968
Buchanan,5.8808,-10.0467,27.03,82,88,2.56,LR,1621986969
Turka,49.1541,23.0297,8.67,96,95,2.48,UA,1621986969
Korla,41.7597,86.1469,22.92,21,22,2.56,CN,1621986969
Angoche,-16.2325,39.9086,20.19,82,94,4.34,MZ,1621986970
Andra,62.5147,65.8878,10.81,74,100,1.75,RU,1621986952
Kandalaksha,67.162,32.4123,2.85,77,55,1.1,RU,1621986970
Oussouye,12.485,-16.5469,24.05,72,93,3.96,SN,1621986970
Ploemeur,47.7333,-3.4333,12.2,88,90,8.23,FR,1621986971
Vardø,70.3705,31.1107,2.65,71,47,4.37,NO,1621986901
Panevezys,55.7333,24.35,12.51,99,100,1.48,LT,1621986971
