City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tiznit Province,29.5833,-9.5,17.59,55,45,0.88,MA,1621917448
Coquimbo,-29.9533,-71.3436,10.85,68,0,1.42,CL,1621917448
Menzelinsk,55.7271,53.1026,18.58,69,98,4.33,RU,1621917448
Mocuba,-16.8392,36.9856,17.27,78,84,2.19,MZ,1621917449
Fortuna Foothills,32.6578,-114.4119,27.94,14,1,2.47,US,1621916853
Loreto,22.2667,-101.9667,20.18,58,36,7.21,MX,1621917449
Sungai Penuh,-2.0833,101.3833,24.95,77,52,0.92,ID,1621917449
Barcelos,41.5388,-8.6151,10.29,88,2,2.53,PT,1621917450
Mitsamiouli,-11.3847,43.2844,25.81,64,21,3.21,KM,1621917450
Rawson,-43.3002,-65.1023,9.21,46,1,14.18,AR,1621917413
Chicama,-7.8447,-79.1469,19.09,88,24,1.64,PE,1621917450
Padang,-0.9492,100.3543,31.03,68,63,2.35,ID,1621917451
Tombouctou,20.0,-3.0,33.05,19,83,4.97,ML,1621917451
Lethem,3.3803,-59.7968,23.97,92,100,3.81,GY,1621917451
Otradnoye,59.7775,30.8181,9.28,75,96,1.74,RU,1621917452
Constitución,-35.3333,-72.4167,12.26,84,7,2.88,CL,1621916907
Muyezerskiy,63.9333,31.65,2.59,84,98,3.65,RU,1621917452
Kishtwār,33.3167,75.7667,22.29,31,0,1.1,IN,1621917452
General Pico,-35.6566,-63.7568,10.13,56,21,3.56,AR,1621917453
Namikupa,-10.8333,39.6,19.23,75,51,2.34,TZ,1621917453
Acajutiba,-11.6622,-38.0172,19.89,95,98,2.03,BR,1621917453
Los Llanos de Aridane,28.6585,-17.9182,16.18,78,75,8.3,ES,1621917287
Rincon,32.296,-81.2354,23.1,65,1,2.29,US,1621917454
Lüderitz,-26.6481,15.1594,17.23,69,100,4.99,NA,1621917454
Owando,-0.4819,15.8999,21.64,88,9,0.58,CG,1621917454
Ilulissat,69.2167,-51.1,7.01,33,75,8.75,GL,1621917455
Porbandar,21.6422,69.6093,31.99,66,40,7.2,IN,1621917455
Aberdeen,57.1437,-2.0981,8.06,100,90,2.57,GB,1621917455
Māngrol,21.1167,70.1167,30.28,67,33,6.2,IN,1621917456
General Roca,-39.0333,-67.5833,12.22,60,50,6.72,AR,1621917456
Zhumadian,32.9794,114.0294,26.52,39,100,3.07,CN,1621917456
At-Bashi,41.1702,75.8106,16.45,31,99,0.73,KG,1621917457
Palmer,42.1584,-72.3287,10.52,62,1,1.79,US,1621917292
Tucumã,-0.1833,-50.05,24.59,93,89,2.69,BR,1621917457
São Félix do Xingu,-6.6447,-51.995,21.29,89,5,0.7,BR,1621917457
Grand Gaube,-20.0064,57.6608,24.65,71,9,1.79,MU,1621917458
Hasaki,35.7333,140.8333,26.63,60,48,3.3,JP,1621917458
Petropavlovsk-Kamchatskiy,53.0452,158.6483,12.33,65,22,3.88,RU,1621917369
Tete,-16.1564,33.5867,11.05,93,0,0.0,MZ,1621917458
Tongren,27.7172,109.1853,19.54,89,99,0.36,CN,1621917459
Port Hardy,50.6996,-127.4199,10.1,81,75,3.6,CA,1621917459
Wattegama,6.7989,81.4808,25.51,67,100,6.26,LK,1621917459
Aksu,41.1231,80.2644,24.65,16,100,1.98,CN,1621916919
Fushun,41.8558,123.9233,19.84,17,11,5.63,CN,1621917460
Nome,64.5011,-165.4064,18.03,32,1,5.66,US,1621916890
Nanortalik,60.1432,-45.2371,1.23,99,100,7.78,GL,1621917460
Tigzirt,36.8886,4.1198,15.88,70,93,2.45,DZ,1621917461
São José da Coroa Grande,-8.8978,-35.1478,24.08,74,79,2.36,BR,1621917461
Krasnoshchekovo,51.6708,82.7289,23.26,45,22,1.7,RU,1621917461
Mananara,-16.1667,49.7667,22.57,74,24,2.86,MG,1621917462
Zhigansk,66.7697,123.3711,11.98,27,100,3.61,RU,1621917462
Kandi,11.1342,2.9386,27.36,59,96,2.95,BJ,1621917462
Yulara,-25.2406,130.9889,18.91,27,0,4.63,AU,1621916894
Quang Ngai,15.1167,108.8,32.79,58,97,5.16,VN,1621917463
Adrar,20.5022,-10.0711,27.84,20,50,4.31,MR,1621917463
Konin,52.2234,18.2512,11.14,95,100,4.01,PL,1621917463
Jhudo,24.964,69.2968,36.63,32,1,9.57,PK,1621917463
Gao,16.6362,1.637,31.11,28,7,2.67,ML,1621917464
Ola,59.5833,151.2833,4.89,75,57,3.55,RU,1621917464
Kununurra,-15.7667,128.7333,32.99,33,31,3.6,AU,1621917464
Hervey Bay,-25.2986,152.8535,23.9,59,26,2.24,AU,1621917465
Tura,25.5198,90.2201,30.7,59,99,1.1,IN,1621916935
Khorixas,-20.3667,14.9667,16.21,42,0,6.08,NA,1621917465
College,64.8569,-147.8028,19.27,23,40,2.06,US,1621917465
Polewali,-3.4324,119.3435,30.45,69,24,1.08,ID,1621917251
Wanning,18.8003,110.3967,31.3,67,100,4.09,CN,1621917466
Tefé,-3.3542,-64.7114,24.37,82,40,0.77,BR,1621917466
Waipawa,-41.4122,175.5153,8.92,76,64,3.37,NZ,1621917467
Juruti,-2.1522,-56.0922,24.78,89,83,1.32,BR,1621917467
Watsa,3.0372,29.5355,18.26,95,75,0.71,CD,1621917467
Vestmannaeyjar,63.4427,-20.2734,6.42,73,94,7.38,IS,1621916884
Itambacuri,-18.0311,-41.685,23.3,66,100,1.8,BR,1621917468
Pervomayskiy,53.2485,40.2871,14.38,75,80,3.71,RU,1621916932
Evensk,61.95,159.2333,6.98,71,100,7.46,RU,1621916914
Floriano,-6.7669,-43.0225,24.03,48,100,1.52,BR,1621917468
Shirokiy,49.758,129.523,15.71,37,59,5.05,RU,1621917468
Tha Chang,9.2642,99.1922,31.01,70,20,6.03,TH,1621917469
Kailua,21.4022,-157.7394,25.64,78,75,2.57,US,1621917469
Taraz,42.9,71.3667,26.23,29,19,3.0,KZ,1621917469
Hamada,34.8833,132.0833,25.4,48,85,11.29,JP,1621917470
Mayumba,-3.432,10.6554,25.15,91,74,3.29,GA,1621917470
Gerāsh,27.6652,54.1371,29.08,12,2,0.48,IR,1621917470
Mikuni,36.2171,136.1519,19.95,60,87,2.81,JP,1621917471
Bagdarin,54.4333,113.6,12.12,29,74,1.07,RU,1621917471
Maslovka,51.5535,39.2357,17.29,65,55,4.27,RU,1621917471
Maniitsoq,65.4167,-52.9,0.1,82,100,9.01,GL,1621916873
Puerto El Triunfo,13.2833,-88.55,27.09,85,98,2.07,SV,1621917472
Blackwater,-23.5833,148.8833,23.02,51,87,1.72,AU,1621917374
Shahrud,36.4182,54.9763,23.18,27,4,1.42,IR,1621917472
Singkang,2.1006,102.7994,30.94,59,32,2.36,MY,1621917472
Luba,3.4568,8.5547,23.94,81,92,1.93,GQ,1621917473
Meulaboh,4.1363,96.1285,29.79,67,99,1.27,ID,1621916883
Kayerkan,69.3497,87.7602,-2.21,87,100,9.75,RU,1621917473
Erbil,36.1926,44.0106,25.9,29,75,3.6,IQ,1621917473
Chlórakas,34.8042,32.4083,21.49,47,0,3.23,CY,1621917474
Idrinskoye,54.3708,92.1358,17.49,54,100,6.08,RU,1621917474
Itaituba,-4.2761,-55.9836,23.22,92,44,0.91,BR,1621917474
Ostrovnoy,68.0531,39.5131,1.68,69,63,5.82,RU,1621917475
Baker City,44.7749,-117.8344,8.82,87,1,1.54,US,1621917451
Labuhan,-6.8844,112.2051,30.84,63,28,3.29,ID,1621917475
Kahului,20.8947,-156.47,26.61,75,40,3.09,US,1621916904
Palauig,15.435,119.9045,30.66,64,7,3.52,PH,1621917476
Pangkalanbuun,-2.6833,111.6167,34.51,46,53,1.62,ID,1621917322
Matagami,49.7502,-77.6328,15.06,59,90,4.07,CA,1621917476
Ankazoabo,-22.2833,44.5167,19.42,62,3,1.59,MG,1621917476
Inhambane,-23.865,35.3833,16.99,88,40,0.0,MZ,1621917477
Totness,5.8833,-56.3167,25.18,91,100,4.4,SR,1621917477
Santa,17.486,120.4348,32.99,56,3,4.61,PH,1621917477
Guerrero Negro,27.9769,-114.0611,16.46,84,40,4.73,MX,1621917478
Cururupu,-1.8283,-44.8683,24.44,96,87,1.13,BR,1621917478
Ruidoso,33.3317,-105.673,17.1,14,1,4.2,US,1621917478
Chernyshevskiy,63.0128,112.4714,10.48,51,100,3.35,RU,1621917479
Springbok,-29.6643,17.8865,13.32,48,94,0.8,ZA,1621917479
Rettikhovka,44.1683,132.7669,18.59,30,53,3.24,RU,1621917479
Muisne,0.6,-80.0333,24.89,87,99,3.71,EC,1621917480
Bairiki Village,1.3292,172.9752,26.0,82,90,3.11,KI,1621917480
Satun,6.8333,100.0,31.0,61,100,3.65,TH,1621917480
Alexandria,31.2156,29.9553,20.98,88,0,2.06,EG,1621916797
Camacupa,-12.0167,17.4833,8.54,69,0,1.76,AO,1621917481
Aykhal,66.0,111.5,11.5,33,46,6.11,RU,1621917195
Abu Kamal,34.4506,40.9171,26.04,28,5,6.33,SY,1621917481
Antalaha,-14.9003,50.2788,23.3,70,6,2.87,MG,1621917482
Vila Velha,-20.3297,-40.2925,23.62,78,90,3.13,BR,1621917482
Mehamn,71.0357,27.8492,2.97,70,40,1.54,NO,1621917482
Alofi,-19.0595,-169.9187,27.94,83,40,3.6,NU,1621917482
Hammerfest,70.6634,23.6821,3.25,65,75,3.6,NO,1621917483
Adiaké,5.2863,-3.304,26.77,88,92,2.68,CI,1621917483
Yerbogachën,61.2767,108.0108,15.32,21,100,3.59,RU,1621917483
Nhulunbuy,-12.2333,136.7667,30.34,54,40,7.72,AU,1621917484
Emden,53.3667,7.2167,8.37,95,100,6.72,DE,1621917484
Manas,42.7275,47.6785,24.65,73,67,6.47,RU,1621917484
Vao,-22.6667,167.4833,21.98,64,12,9.41,NC,1621917485
Srednekolymsk,67.45,153.6833,14.68,29,6,5.89,RU,1621917485
Luanda,-8.8368,13.2343,26.0,83,75,2.06,AO,1621917243
Anadyr,64.75,177.4833,8.89,60,0,10.8,RU,1621917485
Malakwal,32.5536,73.2123,36.58,15,0,2.53,PK,1621917486
Vievis,54.7667,24.8,12.08,72,100,5.45,LT,1621917486
Colonia Carlos Antonio López,-26.4,-54.7667,6.46,87,26,0.52,PY,1621917486
Quatre Cocos,-20.2078,57.7625,24.49,68,45,4.73,MU,1621917487
Kupang,-10.1667,123.5833,31.32,55,40,5.14,ID,1621917487
Punta Alta,-38.8759,-62.0736,13.7,56,63,9.82,AR,1621917487
Conceição da Barra,-18.5933,-39.7322,23.64,91,100,3.05,BR,1621917488
Bimbo,4.2567,18.4158,22.96,85,0,1.24,CF,1621917488
Kidal,18.4411,1.4078,31.57,28,11,2.63,ML,1621917488
Knysna,-34.0363,23.0471,13.21,67,100,1.29,ZA,1621916893
Nishihara,26.1842,127.7558,25.41,77,90,3.33,JP,1621917489
Arkadelphia,34.1209,-93.0538,21.32,93,40,0.0,US,1621917489
Zhuhai,22.2769,113.5678,28.59,60,40,3.93,CN,1621917489
Myitkyina,25.3833,97.4,34.73,51,66,1.05,MM,1621917490
Jaca,42.569,-0.5499,4.99,73,24,2.18,ES,1621917490
Znamenskoye,57.1281,73.8282,27.89,42,68,5.09,RU,1621917490
Imeni Stepana Razina,54.8932,44.2963,16.44,69,100,2.77,RU,1621917491
Acarí,-15.4311,-74.6158,19.05,69,44,0.47,PE,1621917491
Rørvik,64.8621,11.2373,10.06,81,0,3.09,NO,1621917491
Saint Anthony,45.0205,-93.218,20.99,90,75,4.07,US,1621917491
Lalibela,12.0333,39.0333,20.42,31,4,1.08,ET,1621917492
Fort Nelson,58.8053,-122.7002,7.77,61,75,3.09,CA,1621917492
Dawson Creek,55.7666,-120.2362,15.75,44,1,1.54,CA,1621917492
Campechuela,20.2342,-77.2789,23.28,92,34,5.34,CU,1621917493
Ucluelet,48.9329,-125.5528,11.72,90,100,1.31,CA,1621917400
Simbahan,6.3032,120.5836,29.03,68,47,1.82,PH,1621917493
Fare,-16.7,-151.0167,27.3,73,81,2.91,PF,1621916913
Camocim,-2.9022,-40.8411,24.6,90,96,5.3,BR,1621917494
Caravelas,-17.7125,-39.2481,22.76,90,100,1.27,BR,1621917494
Kristinestad,62.2743,21.376,7.56,73,11,2.67,FI,1621917494
Ndola,-12.9587,28.6366,2.63,88,0,0.89,ZM,1621917299
Sun Valley,39.5963,-119.776,15.44,33,40,4.92,US,1621917320
Omsukchan,62.5333,155.8,5.39,59,100,4.52,RU,1621917496
Ruzhyn,49.7228,29.2046,13.24,81,99,4.16,UA,1621917496
Rāwah,34.4816,41.9093,27.71,23,57,7.39,IQ,1621917497
Lompoc,34.6391,-120.4579,13.43,82,1,3.09,US,1621917497
La Troncal,-2.4,-79.3333,22.95,96,73,0.52,EC,1621917497
Weyburn,49.6668,-103.8511,13.12,67,80,5.66,CA,1621917498
